Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23
46.593,16.008,42.587,15.600,33.634,26.570,24.521,26.000,30.949,20.135,28.000,28.500,39.295,20.083,8.205,14.863,16.760,13.872,10.471,16.083,11.188,10.971,8.838
50.419,14.903,39.462,14.071,33.107,27.026,26.236,22.471,34.266,20.958,27.500,32.562,42.045,19.333,7.545,15.718,16.019,14.878,9.587,15.048,11.844,12.363,8.699
50.430,13.032,39.125,16.257,32.446,25.795,24.429,26.314,31.177,20.000,25.114,32.287,45.977,17.722,7.341,14.879,14.135,13.872,12.779,16.190,11.844,10.039,8.081
48.930,14.573,42.644,17.786,34.214,27.589,26.486,25.057,29.658,19.615,26.250,35.500,41.023,15.764,8.205,16.387,15.942,16.682,10.413,15.440,11.406,10.500,9.228
46.581,15.339,43.192,17.929,33.830,27.066,26.279,23.129,31.911,19.177,28.568,28.975,33.091,20.639,9.159,13.573,15.587,17.980,10.337,15.583,11.771,11.755,10.360
49.267,13.008,40.173,15.629,34.839,24.252,22.707,23.057,28.000,17.667,23.500,30.325,36.568,19.472,6.295,14.500,14.115,14.851,10.683,17.583,10.448,12.029,8.971
47.221,13.548,42.154,18.400,36.964,24.669,28.579,25.900,30.709,21.219,25.364,29.062,37.932,19.875,7.795,13.677,14.125,16.608,11.067,16.762,13.708,13.441,9.426
45.174,13.105,41.029,17.829,36.473,23.470,23.907,21.671,27.139,21.385,29.273,30.475,33.659,16.722,7.227,15.500,14.038,16.986,9.625,16.786,13.146,12.284,9.397
43.547,15.500,40.760,19.214,37.348,23.695,24.529,21.343,27.342,19.365,31.909,31.763,34.614,16.028,6.523,11.718,16.663,16.358,9.769,16.226,12.635,12.265,8.912
47.314,15.661,40.087,18.929,31.804,24.483,27.079,21.057,29.316,19.896,31.273,31.862,34.136,18.056,7.955,13.347,12.788,15.838,10.375,15.774,12.688,12.804,9.566
45.233,13.048,40.875,19.286,33.938,22.265,24.521,21.857,31.823,20.062,25.250,31.250,34.773,17.097,6.614,12.968,14.038,16.777,12.702,16.548,11.781,12.157,10.221
45.244,13.371,40.606,20.529,34.009,25.000,25.621,23.243,30.861,19.750,24.091,36.787,28.727,16.347,7.864,14.460,15.192,12.608,12.106,16.583,12.438,11.667,10.074
45.093,14.782,40.894,21.114,36.625,24.470,26.100,24.286,29.430,20.562,27.636,33.750,35.636,15.431,8.614,13.532,14.471,15.709,12.827,16.702,12.844,10.275,8.860
45.430,14.258,41.481,19.443,39.045,23.960,25.757,22.814,27.278,18.583,27.568,36.362,36.727,16.028,4.750,13.153,14.423,14.547,12.721,13.881,13.229,10.951,10.816
42.302,12.129,44.365,18.129,34.170,24.040,25.286,25.614,25.886,20.656,25.795,32.600,38.341,17.944,6.500,13.323,13.740,12.845,10.192,16.476,14.219,14.039,8.412
41.977,13.815,44.106,19.743,34.054,24.437,23.850,24.786,28.532,19.208,29.886,32.162,35.818,17.306,6.750,12.266,15.231,14.020,11.221,17.429,12.750,11.863,9.640
40.372,12.444,48.010,18.000,31.723,24.755,24.500,23.414,25.557,18.938,26.455,34.900,40.182,20.583,8.682,11.661,13.971,13.493,11.308,15.119,13.781,13.225,9.434
34.116,12.911,50.490,16.129,32.411,22.748,26.700,25.343,27.000,19.646,26.523,35.200,42.432,20.458,4.591,16.266,15.404,15.034,10.846,15.298,13.115,13.078,8.441
37.651,12.726,51.327,20.600,33.875,24.470,23.200,23.857,24.481,20.927,25.364,32.912,42.591,21.306,6.500,16.040,14.192,12.277,10.635,15.131,14.042,13.784,9.522
41.000,10.960,51.202,15.357,30.812,23.225,24.814,23.729,26.608,20.010,24.932,35.338,39.318,19.750,5.818,11.766,14.721,14.135,11.317,15.619,13.708,12.206,9.125
37.558,12.452,50.567,17.171,29.812,20.093,22.621,22.343,23.722,17.583,21.159,31.450,38.250,21.931,6.182,13.823,15.250,12.486,10.202,13.619,13.667,13.206,7.757
41.500,15.355,57.423,16.357,31.054,22.344,23.314,21.171,29.696,16.698,24.614,30.112,36.523,22.569,6.636,14.129,15.625,12.588,8.923,14.857,13.615,12.529,8.110
42.337,13.879,60.212,16.529,30.473,23.656,25.014,23.143,28.899,19.188,23.591,34.112,34.136,23.806,7.045,13.944,14.913,13.034,11.096,16.571,15.385,12.990,8.324
42.535,14.121,58.442,20.100,28.161,25.874,24.193,21.629,28.747,21.125,25.114,31.862,39.295,26.389,8.409,12.726,15.144,15.068,8.827,16.345,12.156,14.225,9.515
41.523,13.887,55.788,17.686,31.116,24.424,24.257,25.543,28.684,21.375,23.273,34.112,38.023,27.625,6.795,13.403,13.606,14.459,11.183,15.095,14.198,11.265,9.588
38.035,13.089,61.365,18.786,25.991,26.093,24.907,24.643,29.215,20.438,24.136,30.163,35.273,29.875,7.955,14.234,12.971,13.899,11.769,15.536,14.865,11.814,9.000
31.930,12.218,60.173,19.186,26.875,24.272,21.000,24.214,31.835,21.104,22.000,32.450,34.045,30.292,7.636,13.153,12.644,14.581,11.913,14.012,15.646,13.118,9.757
36.500,11.935,58.115,19.000,24.625,27.079,23.457,25.143,30.468,23.740,22.364,29.487,31.295,30.806,7.909,12.653,13.452,15.588,11.115,15.190,15.667,13.049,10.478
41.884,14.258,66.433,22.500,23.071,30.801,25.364,25.343,34.658,23.438,25.955,31.500,30.273,35.986,10.818,13.532,15.702,16.399,12.115,14.821,17.469,14.480,10.309
37.372,12.242,60.106,22.429,22.348,27.735,23.993,24.957,34.203,23.583,24.455,32.725,30.500,30.417,7.182,11.355,12.769,15.885,11.067,14.643,15.490,15.216,10.221
38.953,14.081,60.240,21.771,21.732,29.093,23.250,23.557,31.949,20.083,27.500,30.288,34.841,29.833,5.864,12.548,12.548,18.081,13.288,18.417,12.833,11.824,8.081
35.965,12.685,56.375,22.614,18.616,26.808,22.314,24.400,32.190,20.958,24.386,33.237,35.795,30.792,7.182,11.653,11.510,17.385,12.933,14.583,15.000,13.824,8.978
34.884,12.532,63.221,22.814,22.955,31.192,23.314,21.029,30.797,21.427,27.068,27.487,31.500,34.708,7.318,10.258,12.673,17.872,10.144,14.929,16.260,12.853,9.022
32.198,12.452,58.240,27.143,22.509,28.298,23.593,24.329,30.797,20.969,25.591,31.712,38.455,35.250,6.545,10.734,9.750,17.257,10.894,15.881,14.677,13.216,9.456
36.326,10.742,57.625,25.186,20.527,26.709,23.821,26.914,31.304,23.740,22.705,31.288,36.432,41.181,6.568,10.298,11.192,18.453,11.587,13.881,14.385,13.088,8.779
33.430,12.581,55.644,26.100,22.920,30.669,23.914,24.957,32.013,22.531,21.818,33.787,34.318,37.597,5.000,9.565,10.981,16.912,13.279,14.369,15.781,13.078,8.199
31.942,10.718,58.750,26.971,23.812,31.536,25.879,22.929,29.582,19.760,23.614,31.400,35.636,39.028,8.023,9.500,10.673,18.649,11.654,15.821,14.177,15.010,9.441
31.326,9.952,56.750,25.171,23.964,28.675,26.079,26.714,30.392,19.646,24.000,28.500,36.205,37.639,6.136,9.548,11.942,16.743,9.875,14.738,16.406,15.265,8.338
33.081,9.298,56.837,24.043,24.054,31.675,24.079,22.943,30.038,21.667,23.545,30.125,38.591,43.917,5.864,9.984,9.635,19.662,9.365,16.714,14.750,14.814,8.287
35.128,10.734,52.769,23.400,27.634,31.689,26.750,22.314,28.785,19.833,26.682,30.100,38.023,40.069,6.364,9.484,9.394,18.182,12.038,16.274,13.854,12.539,7.551
29.430,9.734,56.308,22.329,24.562,32.252,24.186,22.914,28.000,18.312,25.568,29.788,34.818,41.889,7.727,10.137,8.981,18.541,10.538,15.726,14.531,13.775,8.551
33.570,10.484,57.163,25.357,25.223,32.000,25.364,21.786,29.734,21.354,27.045,25.688,32.386,40.083,7.568,8.597,10.500,18.878,11.221,16.000,15.094,16.265,8.581
33.512,10.774,57.183,23.457,26.304,33.861,24.029,23.571,29.620,22.594,27.114,30.400,35.386,42.278,7.386,9.105,12.846,18.878,12.558,16.667,15.750,10.637,7.404
31.151,10.452,57.923,26.200,27.241,32.742,26.743,22.986,30.038,20.406,27.114,29.938,33.955,43.486,10.636,9.185,10.865,18.547,11.769,17.417,14.667,12.706,8.588
34.535,12.903,60.298,21.543,27.714,32.245,22.250,19.929,27.228,20.333,33.227,29.200,29.159,37.292,11.000,9.992,10.875,16.953,11.837,17.036,16.125,15.284,9.081
39.663,12.540,54.327,24.786,24.902,32.689,25.907,22.386,28.633,20.156,32.750,32.713,34.932,35.778,11.045,9.629,12.010,17.041,12.481,16.583,14.354,13.539,10.625
40.140,9.895,51.308,26.157,29.268,32.338,25.593,21.929,25.608,22.062,25.205,31.400,40.023,39.625,9.000,7.750,11.394,16.500,11.529,16.857,16.604,12.912,9.596
43.093,10.218,52.163,29.286,29.670,31.675,24.636,20.600,28.810,21.188,28.409,32.125,35.636,41.181,7.932,10.613,12.029,14.149,11.904,15.000,14.458,11.922,9.801
40.151,11.556,54.721,28.514,30.964,32.205,24.271,23.814,27.241,18.969,32.205,32.987,34.182,39.708,10.091,10.782,13.404,14.885,12.038,16.607,13.000,14.265,8.184
42.907,10.879,47.260,29.543,30.312,32.662,25.450,25.643,32.873,19.781,29.409,33.912,34.818,43.708,6.545,9.790,12.500,13.608,12.663,14.119,16.167,13.382,9.228
45.163,12.589,57.548,31.171,32.232,34.152,23.557,20.086,30.456,21.010,37.068,31.362,45.295,41.583,9.795,10.653,14.029,14.230,12.067,16.107,14.458,14.353,9.662
45.512,13.605,59.019,28.771,32.312,37.371,25.321,22.600,29.975,20.885,37.295,28.987,37.977,43.472,10.545,11.016,12.529,13.791,11.731,16.869,16.448,14.990,8.493
44.965,10.242,46.760,28.600,33.509,32.940,25.600,21.657,30.671,19.865,27.886,31.688,42.705,43.819,8.727,11.774,12.356,12.277,10.337,15.488,15.438,11.608,7.654
47.221,14.234,59.577,30.000,31.348,33.755,26.771,22.186,31.873,19.760,34.705,32.862,38.477,45.028,11.886,11.718,13.740,12.818,10.058,16.810,15.958,14.000,10.066
40.849,11.589,50.990,29.971,34.804,34.417,25.993,24.486,31.165,22.615,29.932,30.450,40.045,46.819,9.182,12.460,11.904,11.318,10.644,13.952,15.562,13.745,8.059
47.535,14.653,57.606,30.300,37.714,36.132,26.629,23.471,31.671,20.885,34.182,31.087,39.045,42.389,9.977,11.911,12.288,13.365,10.288,14.298,17.240,14.500,8.750
46.012,13.371,61.038,35.629,41.866,35.576,26.393,26.529,33.734,19.250,35.727,31.487,46.227,43.972,11.364,14.774,12.923,11.899,9.538,16.060,14.531,14.990,8.588
45.919,10.677,52.423,34.571,38.491,37.338,25.014,22.314,34.658,22.771,30.273,29.513,48.636,46.111,7.864,14.435,11.240,11.507,10.875,17.167,13.010,11.020,8.699
51.244,14.960,60.702,31.514,37.080,37.980,26.236,24.343,33.354,19.656,35.568,30.425,47.295,43.472,10.250,14.839,12.587,12.608,12.644,15.714,14.625,13.873,8.316
51.500,12.395,60.596,35.229,39.929,35.298,29.007,23.900,34.734,21.740,31.500,31.288,47.136,41.444,9.023,13.839,11.529,13.088,11.942,14.500,16.219,15.814,7.993
48.767,11.927,59.356,35.557,39.938,37.477,29.043,21.514,36.962,22.240,32.114,31.300,52.455,40.208,10.159,16.645,12.740,10.824,12.058,14.405,14.615,12.539,9.779
51.523,13.629,59.144,37.729,36.759,38.046,26.414,20.914,41.139,23.990,27.545,31.237,49.068,41.292,10.682,15.540,12.433,11.372,12.577,13.512,16.365,13.118,8.257
50.872,15.524,61.317,36.843,37.000,35.543,29.057,21.100,34.278,23.000,36.568,28.487,51.955,37.000,13.227,18.274,13.423,13.196,12.077,15.810,15.865,16.225,9.397
51.488,15.565,64.875,43.071,41.920,36.450,27.014,23.186,34.620,21.083,37.386,30.925,46.318,40.222,9.455,16.000,12.692,15.020,11.212,13.595,14.854,13.020,7.390
50.442,13.718,60.125,42.486,39.857,32.536,30.786,21.586,37.899,22.188,31.682,32.175,48.273,39.806,8.818,17.427,12.423,15.068,11.750,12.952,16.302,14.882,8.779
55.093,13.210,51.154,42.014,39.723,32.371,25.964,21.414,35.848,22.708,28.000,29.112,44.386,33.708,7.159,16.121,11.115,14.919,12.913,12.250,17.771,11.951,7.765
53.860,14.331,49.394,40.557,40.893,33.225,28.900,22.214,37.620,21.865,27.364,28.175,44.636,41.069,9.455,15.968,10.644,14.831,12.135,12.536,14.510,12.569,7.184
53.372,16.452,49.385,41.871,42.143,32.974,25.750,20.500,36.430,22.115,28.182,29.925,53.773,40.833,8.318,16.218,11.740,15.365,14.596,12.667,16.052,11.147,7.331
54.116,16.161,56.942,40.471,41.946,36.291,29.579,21.986,38.722,23.188,34.318,28.288,45.386,44.708,9.341,17.685,12.308,19.041,13.183,14.048,16.823,13.451,7.993
55.105,15.782,50.365,42.957,39.777,33.305,27.779,21.971,38.899,22.198,29.614,32.075,48.273,44.986,9.023,17.798,10.904,16.351,12.990,11.631,14.969,12.225,7.816
59.721,16.992,57.885,43.029,40.107,35.854,28.157,19.857,35.063,21.938,29.932,29.362,45.682,43.875,11.159,16.411,14.423,18.385,12.615,13.155,16.094,14.471,7.110
56.116,14.218,53.240,39.286,39.625,34.291,26.343,21.814,46.114,25.094,28.386,30.163,46.568,41.125,9.477,15.629,10.837,16.095,12.173,12.548,16.281,12.853,7.147
61.047,16.548,53.817,41.614,39.250,34.689,27.386,21.471,38.570,24.812,30.455,28.400,49.886,39.875,7.432,15.806,10.327,18.358,11.817,11.571,16.010,10.627,7.713
57.140,16.492,54.279,38.143,37.902,35.570,27.986,24.614,43.266,23.740,30.114,27.688,53.614,42.792,7.318,16.387,10.962,20.209,13.519,13.798,15.740,11.804,7.868
57.605,15.621,52.452,39.171,40.768,34.311,28.171,22.100,44.203,25.854,32.159,31.587,50.477,40.958,7.568,15.790,9.481,20.054,12.519,12.607,14.740,11.804,8.838
63.326,15.484,51.452,35.600,38.804,34.616,26.779,22.586,39.823,24.833,33.227,30.438,52.045,40.806,7.659,14.444,9.192,18.689,11.885,13.929,14.802,12.961,6.846
63.593,17.613,62.692,38.771,38.634,34.689,26.393,22.957,41.038,22.823,31.682,29.600,49.045,41.986,11.386,16.347,9.433,18.899,12.471,11.702,17.031,11.931,7.081
61.884,17.363,52.538,33.571,39.554,34.258,28.364,20.386,41.494,23.677,34.568,30.350,51.818,43.431,9.136,14.032,9.837,22.649,12.500,11.631,14.844,11.010,7.890
64.953,17.605,55.202,39.071,37.259,36.523,26.914,21.029,38.329,26.010,31.750,31.900,56.136,44.250,9.795,17.177,7.577,20.662,12.279,13.964,17.479,14.069,7.456
67.186,16.758,55.567,33.729,34.911,33.397,29.200,24.729,43.215,25.510,29.750,34.612,59.591,43.667,12.795,18.024,8.942,21.095,14.971,10.643,17.135,11.833,7.919
66.791,16.298,52.125,36.643,36.420,35.576,27.064,21.214,44.975,25.031,36.591,31.300,50.273,38.347,9.205,16.677,8.875,22.730,12.462,11.143,15.917,11.520,7.140
70.651,20.234,62.279,37.286,35.759,34.530,29.564,20.443,42.646,23.365,40.114,32.638,53.159,41.431,13.977,17.758,10.577,23.946,12.971,12.655,17.792,12.127,8.338
63.442,17.766,57.154,34.300,38.125,34.225,27.421,18.886,46.139,27.292,32.023,35.162,58.750,41.278,13.045,16.597,9.817,20.655,12.894,13.071,16.104,11.098,8.507
72.116,22.548,62.538,38.043,37.312,37.589,28.786,23.686,42.544,25.448,41.159,34.088,52.455,42.625,18.909,18.073,10.298,22.304,14.481,17.536,20.146,12.637,9.485
67.442,17.823,55.692,36.700,35.562,36.291,29.121,21.329,46.215,25.156,28.136,32.662,53.068,42.306,15.318,16.742,8.952,22.291,13.683,11.893,18.240,11.676,8.051
67.291,17.653,59.000,34.729,38.295,37.258,27.057,22.629,50.570,27.208,31.500,35.725,51.523,44.472,16.273,17.919,10.577,21.297,13.481,11.405,19.573,11.784,7.044
67.779,18.694,55.817,41.643,35.107,33.689,26.064,23.000,52.873,26.510,31.955,32.737,52.636,40.500,15.614,16.742,10.048,18.459,14.962,14.071,21.302,13.137,8.993
71.291,17.500,54.577,39.714,34.250,32.689,28.743,21.200,50.101,27.125,32.114,30.600,58.955,39.903,16.886,17.669,8.356,19.446,13.856,13.464,16.833,13.627,9.456
66.640,17.879,53.413,42.571,36.857,33.987,27.607,19.414,46.557,29.552,31.205,34.875,64.341,38.458,16.045,19.661,8.106,18.845,13.394,14.333,17.240,13.755,9.632
65.663,17.185,55.077,44.086,34.598,33.848,26.871,21.586,48.278,26.812,32.273,32.150,50.273,37.181,13.864,16.234,7.135,20.480,13.404,12.833,19.542,12.235,8.618
68.593,21.258,62.596,45.400,32.455,31.967,26.686,18.786,47.911,25.052,35.841,31.862,55.114,34.639,13.409,17.065,9.212,19.959,13.481,16.619,21.521,14.461,8.787
62.674,18.218,52.202,41.429,29.393,29.821,27.886,18.757,48.987,27.729,28.795,31.913,51.795,36.833,14.773,18.371,7.971,20.074,13.067,13.107,18.667,11.412,7.147
63.244,17.806,56.750,42.357,29.125,31.305,25.721,19.957,48.481,26.385,28.045,31.575,49.705,34.292,14.091,17.403,8.356,18.162,15.173,10.881,21.198,12.167,8.331
69.651,20.032,48.596,41.871,29.321,31.444,28.521,24.700,44.405,24.615,30.523,33.175,51.341,36.097,15.841,17.556,9.317,19.838,13.500,15.024,22.708,11.363,8.596
64.442,18.427,45.663,40.843,25.991,28.689,26.543,20.614,47.557,22.271,27.432,33.275,48.795,36.986,16.364,17.669,9.231,19.534,13.010,14.012,19.292,12.637,10.044
72.419,22.435,55.288,40.143,26.536,30.265,26.971,20.114,39.709,26.667,33.864,29.300,42.864,32.167,16.250,20.573,9.548,20.385,13.394,14.071,23.781,11.971,8.897
66.326,19.073,45.404,38.157,26.143,29.669,29.571,20.143,43.329,25.771,31.523,33.787,42.182,32.222,17.250,20.685,9.923,18.486,12.087,13.714,22.979,12.549,8.007
73.186,23.113,51.500,36.557,27.250,28.225,29.179,21.500,43.127,21.260,36.386,29.850,44.614,33.444,20.682,18.718,11.558,19.743,11.202,14.143,22.083,12.127,8.919
69.151,19.444,47.327,39.757,29.464,27.325,28.979,19.771,43.177,25.438,31.523,31.950,44.364,32.792,16.864,17.677,9.471,19.189,14.192,15.167,20.990,10.451,7.971
65.360,17.540,46.317,38.200,27.455,26.993,26.743,22.014,41.557,24.875,30.068,32.350,44.341,32.236,13.273,18.161,9.144,18.473,13.115,13.881,19.885,12.118,7.618
66.314,20.476,45.423,38.957,27.473,28.470,28.800,21.429,43.709,24.354,28.795,31.312,38.364,33.014,16.750,18.298,8.144,20.642,14.269,16.952,23.438,11.098,8.184
67.895,16.524,41.913,36.543,25.973,27.570,28.136,19.143,41.380,27.698,32.045,35.388,37.091,29.431,17.636,17.194,8.740,20.811,13.683,15.226,24.396,12.637,7.640
65.407,19.597,47.596,37.300,30.491,28.351,27.864,21.871,41.911,27.042,31.295,33.612,40.614,32.361,15.773,16.831,7.981,22.324,13.510,14.679,23.062,13.216,7.176
65.953,17.274,46.673,36.986,24.643,29.907,29.257,21.414,46.987,23.469,31.682,34.425,48.114,29.097,13.841,16.113,7.712,20.115,13.827,14.810,21.625,12.196,7.221
66.628,21.742,50.894,42.314,29.348,29.530,28.450,25.486,40.329,24.177,33.364,29.875,42.341,27.694,22.159,16.581,9.048,22.980,15.163,16.083,23.396,13.765,7.081
65.488,21.589,54.846,38.071,29.911,27.914,27.471,17.914,38.658,23.260,33.818,32.338,36.227,25.944,19.409,17.927,7.558,24.966,12.404,15.012,23.740,13.755,8.250
67.698,16.411,50.067,36.643,32.500,30.788,28.021,21.914,42.595,21.844,30.682,33.487,41.636,36.014,13.773,16.121,8.115,23.703,12.260,15.369,25.156,14.147,8.316
66.779,16.081,50.500,32.857,34.884,24.417,27.236,22.114,40.013,25.385,33.364,31.175,39.545,33.806,16.909,17.371,8.942,20.764,11.567,16.417,20.312,15.059,7.743
67.116,19.847,55.183,35.986,36.098,28.947,25.736,18.271,37.873,24.115,36.773,33.925,40.432,32.278,20.727,16.403,8.298,23.811,11.885,15.214,23.969,14.618,8.228
62.023,17.621,49.981,33.300,36.911,27.331,29.957,19.986,42.443,25.146,29.295,32.250,41.818,30.889,16.386,15.403,6.692,21.250,12.952,13.083,22.896,14.676,7.118
66.349,18.234,51.712,31.986,36.473,26.060,28.100,16.229,37.620,22.562,37.864,33.725,40.614,34.736,14.477,15.702,6.346,19.034,12.125,16.012,22.031,12.853,7.853
62.244,16.952,53.202,35.414,37.000,26.563,28.829,18.443,35.722,22.073,32.795,32.138,42.955,35.208,15.705,13.347,6.462,18.520,12.125,16.929,24.656,13.304,8.735
65.360,18.444,53.481,32.386,37.143,27.311,25.629,18.786,34.038,20.792,34.341,33.513,45.023,30.708,13.227,17.105,9.029,18.926,11.615,16.571,26.979,13.461,6.654
60.651,15.435,55.413,33.586,39.054,28.748,28.350,21.400,35.570,22.635,30.295,32.388,45.091,30.181,17.545,17.177,8.163,20.068,13.990,15.714,25.760,12.971,8.529
70.372,20.766,53.260,36.214,37.866,23.821,27.757,21.814,35.127,22.969,31.432,31.625,44.614,32.500,15.159,14.000,7.087,21.932,13.298,16.381,24.708,12.431,8.221
67.326,22.476,59.298,38.086,37.955,25.258,27.436,21.143,32.177,18.833,33.000,30.900,44.136,30.931,15.909,16.677,7.865,19.541,12.317,17.298,24.948,15.833,9.015
63.651,19.629,57.231,41.314,38.080,26.331,25.021,18.886,34.759,19.781,36.045,32.975,44.091,34.694,22.500,16.500,8.538,18.405,11.163,20.417,24.927,15.245,8.324
61.116,20.645,51.827,38.229,38.607,24.053,26.264,20.014,33.228,22.906,31.545,31.350,45.432,33.375,13.795,16.556,8.067,17.757,15.087,17.655,24.865,13.667,10.426
59.372,21.250,55.365,37.900,39.036,24.152,28.771,21.343,30.671,18.969,29.091,32.650,32.818,33.861,18.432,14.919,7.202,17.939,12.894,16.726,26.396,12.206,9.471
58.593,20.839,48.827,39.214,35.688,23.980,27.829,20.943,30.620,20.583,31.114,29.188,41.477,33.653,17.295,14.661,7.163,19.845,13.462,15.357,24.948,13.971,9.287
63.105,20.589,59.115,40.443,37.821,25.980,26.493,20.200,30.899,20.083,39.500,28.737,41.386,32.819,18.818,14.637,7.971,20.392,12.731,18.345,24.438,14.873,8.706
64.535,20.145,50.452,38.500,36.188,25.258,26.700,20.629,31.481,19.625,30.773,30.375,43.023,34.681,17.341,13.629,8.240,19.095,13.337,17.810,24.729,13.029,9.331
59.453,21.815,54.817,38.929,36.661,26.351,25.100,21.471,28.481,19.469,33.545,34.925,44.045,35.236,16.841,11.484,8.394,18.209,13.288,18.440,27.281,15.049,7.985
65.070,20.274,58.923,36.186,39.170,24.815,25.929,21.900,29.215,20.031,31.295,31.275,43.818,38.681,16.523,12.637,8.500,19.311,13.923,14.881,27.729,15.088,9.735
60.174,21.790,59.048,40.471,40.018,24.404,27.771,21.771,30.481,18.104,33.341,26.538,43.795,35.000,20.136,12.984,8.288,19.818,12.779,18.738,28.729,15.735,8.993
60.349,23.266,58.548,40.257,39.741,27.503,28.971,19.314,28.987,21.719,33.886,28.337,51.295,40.181,20.091,12.250,12.221,18.824,13.327,19.190,31.417,17.363,9.449
60.942,20.153,56.702,40.200,39.036,27.013,26.350,19.186,26.266,19.010,28.273,30.062,46.386,39.819,16.409,12.387,12.087,18.561,14.423,17.190,29.833,16.912,9.375
58.442,20.831,56.519,33.629,39.259,29.649,26.614,21.686,29.646,19.583,32.477,30.250,50.636,38.014,19.250,10.161,9.760,18.757,13.846,19.548,26.531,14.039,9.757
65.779,22.016,60.010,37.271,38.312,27.702,27.929,18.686,24.823,17.531,34.705,26.975,44.955,41.736,18.250,11.040,11.962,21.007,13.837,17.143,25.479,16.412,9.353
62.488,22.435,62.952,31.871,40.866,29.570,27.986,18.214,25.544,20.354,36.136,29.500,46.727,41.542,18.932,9.524,13.173,20.324,11.010,16.869,31.167,17.382,11.140
63.907,24.250,57.144,36.614,38.857,30.411,27.279,20.200,26.506,18.083,36.091,30.413,47.227,39.139,19.409,11.565,12.356,20.534,12.702,19.167,29.854,17.461,8.699
61.430,18.008,56.058,31.757,38.393,30.755,28.300,20.429,27.278,20.708,36.432,27.837,49.295,40.986,17.795,10.710,10.577,18.311,12.154,16.298,27.948,14.382,9.426
64.884,22.266,57.548,36.571,39.580,32.232,25.986,22.514,29.443,17.583,34.977,26.062,46.364,45.139,18.000,11.040,12.240,20.851,12.308,17.298,30.510,15.941,10.257
69.919,21.742,61.029,44.086,36.821,29.993,26.507,21.543,28.873,17.750,37.909,30.438,49.977,39.181,20.295,9.855,12.721,19.980,11.529,19.262,28.979,15.392,8.772
64.977,21.734,59.654,40.686,35.232,31.556,25.264,22.986,28.038,18.281,35.818,29.087,44.614,37.056,14.091,11.669,14.635,19.946,12.750,17.274,25.854,17.000,9.478
